Code INSEE,Code Postal,Commune
51061,51400,BILLY-LE-GRAND
36142,36250,NIHERNE
28283,28140,NOTTONVILLE
89307,89230,PONTIGNY
65416,65150,SEICH
16004,16190,AIGNES-ET-PUYPEROUX
58065,58110,CHATILLON-EN-BAZOIS
77480,77830,VALENCE-EN-BRIE
78092,78380,BOUGIVAL
18178,18200,LA PERCHE
78416,78440,MONTALET-LE-BOIS
25562,25310,THULAY
40250,40090,SAINT-AVIT
32323,32300,PONSAMPERE
23006,23210,ARRENES
14050,14490,LA BAZOQUE
65413,65120,SAZOS
61450,61360,SAINT-QUENTIN-DE-BLAVOU
35183,35370,MONDEVERT
63168,63160,GLAINE-MONTAIGUT
82063,82100,GARGANVILLAR
03237,03140,SAINT-GERMAIN-DE-SALLES
37131,37530,LIMERAY
27337,27700,HEUQUEVILLE
67441,67350,SCHALKENDORF
64449,64400,POEY-D'OLORON
01118,01420,CORBONOD
38013,38140,APPRIEU
81067,81150,CESTAYROLS
55101,55000,CHARDOGNE
62787,62170,SEMPY
17437,17120,TALMONT-SUR-GIRONDE
27685,27330,LA VIEILLE-LYRE
89446,89450,VEZELAY
80558,80160,MONSURES
43073,43160,CISTRIERES
14665,14121,SALLENELLES
29064,29890,GOULVEN
52506,52330,VAUDREMONT
41224,41170,SAINT-MARC-DU-COR
76062,76850,BEAUMONT-LE-HARENG
80386,80500,GRATIBUS
21573,21440,SAINT-SEINE-L'ABBAYE
51607,51210,VERDON
69110,69590,LARAJASSE
69189,69560,SAINTE-COLOMBE
16151,16130,GENTE
53235,53110,SAINTE-MARIE-DU-BOIS
51500,51330,SAINT-MARD-SUR-LE-MONT
45308,45400,SEMOY
78077,78125,LA BOISSIERE-ECOLE
52391,52220,PLANRUPT
15059,15430,CUSSAC
22181,22570,PLELAUFF
24450,24250,SAINT-MARTIAL-DE-NABIRAT
76611,76760,SAINT-MARTIN-AUX-ARBRES
73252,73220,SAINT-LEGER
39387,39380,NEVY-LES-DOLE
25445,25440,PAROY
62832,62630,TUBERSENT
59153,59163,CONDE-SUR-L'ESCAUT
70314,70300,MAGNIVRAY
32211,32240,LIAS-D'ARMAGNAC
77140,77154,COUTENCON
2A133,20153,GUITERA-LES-BAINS
28119,28480,LA CROIX-DU-PERCHE
40173,40330,MARPAPS
03257,03120,SAINT-PRIX
39371,39400,LA MOUILLE
61087,61560,CHAMPEAUX-SUR-SARTHE
66206,66230,LE TECH
91103,91220,BRETIGNY-SUR-ORGE
32386,32220,SAINT-LIZIER-DU-PLANTE
29107,29510,LANDUDAL
07157,07400,MEYSSE
35239,35240,RETIERS
2A154,20141,MARIGNANA
17018,17290,ARDILLIERES
03193,03190,NASSIGNY
46035,46100,BOUSSAC
34216,34600,LE PRADAL
62581,62134,MONCHY-CAYEUX
73079,73390,CHATEAUNEUF
2B296,20220,SANT'ANTONINO
50124,50370,LA CHAPELLE-UREE
52352,52800,NINVILLE
77143,77124,CREGY-LES-MEAUX
77176,77515,FAREMOUTIERS
07317,07340,TALENCIEUX
52088,52220,CEFFONDS
61018,61470,AVERNES-SAINT-GOURGON
24256,24430,MARSAC-SUR-L'ISLE
80146,80230,BRUTELLES
89213,89110,LADUZ
76146,76750,BUCHY
82049,82340,DONZAC
02118,02880,BRAYE
49175,49490,LINIERES-BOUTON
32377,32430,SAINT-GEORGES
48106,48310,NOALHAC
21620,21120,TARSUL
81005,81240,ALBINE
50102,50740,CAROLLES
02325,02540,FONTENELLE-EN-BRIE
50082,50260,BRICQUEBEC
09237,09460,LE PUCH
46198,46160,MONTBRUN
43176,43580,SAINT-DIDIER-D'ALLIER
76052,76660,BAILLEUL-NEUVILLE
13088,13740,LE ROVE
76713,76170,TRIQUERVILLE
27306,27930,GUICHAINVILLE
72223,72430,NOYEN-SUR-SARTHE
01307,01460,PORT
89113,89100,COLLEMIERS
65335,65200,ORDIZAN
62186,62160,BULLY-LES-MINES
49141,49700,FORGES
71131,71350,CIEL
34264,34380,SAINT-JEAN-DE-BUEGES
79271,79310,SAINT-MARC-LA-LANDE
33014,33570,LES ARTIGUES-DE-LUSSAC
95288,95410,GROSLAY
49177,49530,LIRE
22379,22660,TREVOU-TREGUIGNEC
84016,84370,BEDARRIDES
18225,18270,SAINT-MAUR
08380,08360,SAINT-FERGEUX
24200,24350,GRAND-BRASSAC
55250,55700,INOR
01025,01380,BAGE-LA-VILLE
34288,34400,SAINT-SERIES
27294,27380,GRAINVILLE
77071,77460,CHAINTREAUX
39494,39150,SAINT-PIERRE
86259,86100,SENILLE
40084,40180,CLERMONT
22193,22640,PLESTAN
02834,02320,WISSIGNICOURT
24052,24480,BOUILLAC
77297,77570,MONDREVILLE
39392,39290,OFFLANGES
25378,25310,MESLIERES
49123,49400,DISTRE
21078,21330,BISSEY-LA-PIERRE
80504,80250,MALPART
03212,03380,QUINSSAINES
72064,72310,LA CHAPELLE-HUON
70303,70240,LIEVANS
49027,49122,BEGROLLES-EN-MAUGES
59617,59138,VIEUX-MESNIL
51344,51530,MARDEUIL
37151,37390,LA MEMBROLLE-SUR-CHOISILLE
57123,57490,CARLING
29281,29140,TOURCH
47232,47350,SAINT-BARTHELEMY-D'AGENAIS
19014,19220,AURIAC
89381,89420,SCEAUX
78606,78113,LE TARTRE-GAUDRAN
49288,49130,SAINT-JEAN-DE-LA-CROIX
31486,31410,SAINT-HILAIRE
31367,31220,MONTCLAR-DE-COMMINGES
89130,89460,CRAVANT
68248,68480,OLTINGUE
76103,76240,BONSECOURS
32324,32300,PONSAN-SOUBIRAN
59242,59550,FONTAINE-AU-BOIS
67093,67360,DIEFFENBACH-LES-WOERTH
02712,02130,SERGY
21098,21690,BOUX-SOUS-SALMAISE
27088,27330,BOSC-RENOULT-EN-OUCHE
02739,02880,TERNY-SORNY
24209,24300,HAUTEFAYE
67288,67250,MEMMELSHOFFEN
74098,74350,CUVAT
70534,70240,VELLEFRIE
47253,47430,SAINTE-MARTHE
91667,91360,VILLEMOISSON-SUR-ORGE
09243,09600,REGAT
81276,81630,SALVAGNAC
66115,66740,MONTESQUIEU-DES-ALBERES
80820,80300,WARLOY-BAILLON
55336,55150,MERLES-SUR-LOISON
14093,14430,BRANVILLE
19111,19550,LAVAL-SUR-LUZEGE
26347,26600,TAIN-L'HERMITAGE
86203,86150,QUEAUX
10100,10390,CLEREY
77228,77510,HONDEVILLIERS
63292,63470,PUY-SAINT-GULMIER
66174,66170,SAINT-FELIU-D'AVALL
23252,23350,TERCILLAT
88470,88530,LE THOLY
59534,59440,SAINT-HILAIRE-SUR-HELPE
06008,06260,AUVARE
01129,01320,CRANS
09063,09000,LE BOSC
45035,45340,BOISCOMMUN
14238,14800,ENGLESQUEVILLE-EN-AUGE
31413,31480,PELLEPORT
34298,34410,SAUVIAN
81195,81710,NAVES
40038,40250,BERGOUEY
22376,22600,TREVE
30014,30700,ARPAILLARGUES-ET-AUREILLAC
50161,50620,LE DEZERT
88138,88260,DOMBASLE-DEVANT-DARNEY
65306,65130,MAUVEZIN
39423,39270,PLAISIA
53041,53350,BRAINS-SUR-LES-MARCHES
97609,97625,KANI-KELI
68104,68600,GEISWASSER
06003,06750,ANDON
76725,76110,VATTETOT-SOUS-BEAUMONT
19153,19130,OBJAT
47132,47330,LALANDUSSE
57418,57670,LOUDREFING
60452,60119,NEUVILLE-BOSC
60667,60410,VERBERIE
08017,08250,APREMONT
89284,89160,PACY-SUR-ARMANCON
26115,26400,DIVAJEU
46325,46240,VAILLAC
43128,43160,MALVIERES
76116,76520,BOOS
91507,91720,PRUNAY-SUR-ESSONNE
07129,07270,LAMASTRE
80243,80370,DOMESMONT
52367,52310,ORMOY-LES-SEXFONTAINES
39461,39250,RIX
33347,33660,PUYNORMAND
72025,72200,BAZOUGES-SUR-LE-LOIR
02146,02330,CELLES-LES-CONDE
67272,67440,LOCHWILLER
64246,64420,GOMER
11430,11400,VILLENEUVE-LA-COMPTAL
17115,17460,COLOMBIERS
01047,01150,BLYES
78124,78420,CARRIERES-SUR-SEINE
67149,67700,FURCHHAUSEN
50054,50160,BIEVILLE
35107,35340,ERCE-PRES-LIFFRE
34061,34490,CAUSSES-ET-VEYRAN
01194,01480,JASSANS-RIOTTIER
76712,76170,LA TRINITE-DU-MONT
54601,54370,XURES
82010,82340,BARDIGUES
49213,49150,MONTPOLLIN
28412,28150,VILLEAU
63271,63290,PASLIERES
60468,60130,NOURARD-LE-FRANC
55568,55000,VILLE-SUR-SAULX
35063,35140,LA CHAPELLE-SAINT-AUBERT
46229,46130,PUYBRUN
14202,14113,CRICQUEBOEUF
10183,10140,JUVANZE
48046,48140,CHAULHAC
13112,13880,VELAUX
40333,40110,YGOS-SAINT-SATURNIN
51304,51210,JANVILLIERS
10298,10400,PONT-SUR-SEINE
24322,24000,PERIGUEUX
97423,97426,LES TROIS-BASSINS
78269,78125,GAZERAN
24329,24700,LE PIZOU
64142,64230,BOUGARBER
2A085,20117,CAURO
77062,77400,CARNETIN
46339,46400,SAINT-JEAN-LAGINESTE
14304,14600,GONNEVILLE-SUR-HONFLEUR
48066,48220,FRAISSINET-DE-LOZERE
48002,48200,ALBARET-SAINTE-MARIE
33105,33540,CASTELVIEL
39006,39110,AIGLEPIERRE
60519,60640,QUESMY
08324,08430,NEUVIZY
21555,21490,SAINT-JULIEN
73017,73190,APREMONT
76188,76850,COTTEVRARD
76668,76760,SAUSSAY
01050,01190,BOISSEY
10134,10350,ECHEMINES
08473,08190,VIEUX-LES-ASFELD
89175,89800,FONTENAY-PRES-CHABLIS
36007,36500,ARGY
31506,31650,SAINT-ORENS-DE-GAMEVILLE
86247,86400,SAINT-SAVIOL
62906,62370,ZUTKERQUE
38060,38590,BRION
70221,70400,ETOBON
50296,50330,MAUPERTUS-SUR-MER
57278,57670,GUINZELING
32101,32500,CERAN
78372,78160,MARLY-LE-ROI
60020,60620,ANTILLY
35013,35600,BAINS-SUR-OUST
10336,10180,SAINT-BENOIT-SUR-SEINE
62293,62990,EMBRY
64245,64400,GOES
50232,50570,HAUTEVILLE-LA-GUICHARD
24511,24410,SAINT-VINCENT-JALMOUTIERS
61203,61250,HELOUP
42069,42120,COMMELLE-VERNAY
21028,21130,ATHEE
02704,02300,SELENS
11100,11230,CORBIERES
33221,33190,LAMOTHE-LANDERRON
76345,76440,HAUSSEZ
31179,31460,LE FAGET
19081,19800,EYREIN
89466,89100,VILLEROY
70243,70230,FONTENOIS-LES-MONTBOZON
17084,17240,CHAMPAGNOLLES
01354,01630,SAINT-GENIS-POUILLY
57318,57790,HERMELANGE
77053,77170,BRIE-COMTE-ROBERT
2B002,20270,AGHIONE
62319,62156,ETERPIGNY
74286,74360,VACHERESSE
81079,81120,DENAT
74171,74140,MASSONGY
40150,40550,LEON
42191,42520,ROISEY
48117,48800,POURCHARESSES
70004,70200,ADELANS-ET-LE-VAL-DE-BITHAINE
45334,45260,VIEILLES-MAISONS-SUR-JOUDRY
41240,41150,SEILLAC
17026,17770,AUTHON-EBEON
68370,68820,WILDENSTEIN
51032,51260,BAGNEUX
38498,38300,SUCCIEU
51319,51230,LENHARREE
27304,27720,GUERNY
80053,80700,BALATRE
55242,55160,HENNEMONT
08252,08210,LETANNE
58027,58700,BEAUMONT-LA-FERRIERE
31464,31370,SABONNERES
34266,34270,SAINT-JEAN-DE-CUCULLES
51118,51370,CHAMPIGNY
50515,50730,SAINT-MARTIN-DE-LANDELLES
01424,01390,TRAMOYES
35045,35550,BRUC-SUR-AFF
21614,21120,SPOY
14180,14700,CORDEY
66010,66360,AYGUATEBIA-TALAU
71277,71390,MARCILLY-LES-BUXY
69084,69820,FLEURIE
39328,39260,MEUSSIA
26181,26560,MEVOUILLON
37220,37500,SAINT-GERMAIN-SUR-VIENNE
34021,34360,BABEAU-BOULDOUX
35208,35230,ORGERES
56240,56370,SARZEAU
59416,59190,MORBECQUE
22102,22330,LANGOURLA
31225,31310,GOUTEVERNISSE
23025,23220,BONNAT
38522,38740,VALJOUFFREY
21249,21170,ESBARRES
62893,62930,WIMEREUX
60331,60590,LABOSSE
62625,62770,NOYELLES-LES-HUMIERES
34277,34520,SAINT-MAURICE-NAVACELLES
45149,45320,FOUCHEROLLES
26176,26740,MARSANNE
51130,51330,CHARMONT
76592,76170,SAINT-JEAN-DE-FOLLEVILLE
14556,14320,SAINT-ANDRE-SUR-ORNE
61411,61360,SAINT-JOUIN-DE-BLAVOU
07060,07240,CHATEAUNEUF-DE-VERNOUX
10196,10130,LIGNIERES
68062,68130,CARSPACH
48076,48130,JAVOLS
50345,50200,MONTHUCHON
03028,03120,BILLEZOIS
31317,31430,MARIGNAC-LASCLARES
42170,42120,PERREUX
34045,34800,CABRIERES
14437,14120,MONDEVILLE
56124,56140,MALESTROIT
29132,29670,LOCQUENOLE
85289,85120,LA TARDIERE
51422,51390,PARGNY-LES-REIMS
46257,46300,SAINT-CIRQ-MADELON
41058,41370,CONCRIERS
02366,02510,HANNAPES
88378,88450,REGNEY
02378,02500,LA HERIE
65264,65700,LASCAZERES
02211,02190,CONDE-SUR-SUIPPE
37203,37210,ROCHECORBON
10151,10280,FONTAINE-LES-GRES
67427,67220,SAINT-MAURICE
25017,25330,AMONDANS
02641,02340,RENNEVAL
58045,58700,LA CELLE-SUR-NIEVRE
67276,67130,LUTZELHOUSE
80329,80560,FORCEVILLE
06031,06340,CANTARON
81024,81630,BEAUVAIS-SUR-TESCOU
52526,52160,VILLARS-SANTENOGE
07338,07240,VERNOUX-EN-VIVARAIS
09169,09600,LIMBRASSAC
27663,27110,LE TRONCQ
77128,77860,COUILLY-PONT-AUX-DAMES
66071,66310,ESTAGEL
47215,47300,PUJOLS
01026,01380,BAGE-LE-CHATEL
36046,36400,LA CHATRE
24028,24440,BEAUMONT-DU-PERIGORD
09124,09130,LE FOSSAT
68113,68970,GUEMAR
64052,64350,ARRICAU-BORDES
19118,19470,LE LONZAC
02160,02340,CHAOURSE
89334,89110,SAINT-AUBIN-CHATEAU-NEUF
11019,11140,AUNAT
40162,40090,LUCBARDEZ-ET-BARGUES
46208,46600,MONTVALENT
60538,60490,RICQUEBOURG
68357,68510,WALTENHEIM
03282,03350,THENEUILLE
85121,85370,LE LANGON
60685,60134,VILLERS-SAINT-SEPULCRE
40240,40270,RENUNG
41127,41210,LA MAROLLE-EN-SOLOGNE
28166,28240,FRIAIZE
57657,57170,SOTZELING
73273,73310,SAINT-PIERRE-DE-CURTILLE
88015,88300,ATTIGNEVILLE
48034,48500,LA CANOURGUE
31340,31320,MERVILLA
59670,59272,DON
27403,27400,LE MESNIL-JOURDAIN
74205,74490,ONNION
55194,55250,FOUCAUCOURT-SUR-THABAS
52300,52130,MAGNEUX
08046,08220,BANOGNE-RECOUVRANCE
02198,02880,CLAMECY
43004,43150,ALLEYRAC
43072,43230,LA CHOMETTE
79306,79200,SAURAIS
93008,93000,BOBIGNY
71371,71960,LA ROCHE-VINEUSE
35299,35350,SAINT-MELOIR-DES-ONDES
69192,69870,SAINT-CYR-LE-CHATOUX
63383,63610,SAINT-PIERRE-COLAMINE
68246,68600,OBERSAASHEIM
48086,48250,LUC
10270,10220,ONJON
78505,78910,PRUNAY-LE-TEMPLE
35289,35480,SAINT-MALO-DE-PHILY
50278,50510,LE LOREUR
42311,42580,LA TOUR-EN-JAREZ
63181,63460,JOZERAND
64236,64350,GAYON
29013,29690,BOTMEUR
85093,85480,FOUGERE
73220,73220,SAINT-ALBAN-DES-HURTIERES
37119,37220,L'ILE-BOUCHARD
80500,80220,MAISNIERES
47041,47130,BRUCH
55224,55000,HAIRONVILLE
21126,21110,CESSEY-SUR-TILLE
19134,19340,MERLINES
11408,11250,VERZEILLE
35120,35850,GEVEZE
41175,41100,PEZOU
71120,71170,CHAUFFAILLES
39427,39250,PLENISE
24215,24590,JAYAC
59443,59670,OCHTEZEELE
79063,79290,CERSAY
71159,71460,CULLES-LES-ROCHES
31299,31600,LHERM
57134,57160,CHATEL-SAINT-GERMAIN
35121,35140,GOSNE
21363,21230,MAGNIEN
01027,01360,BALAN
57484,57600,MORSBACH
25258,25770,FRANOIS
02734,02600,TAILLEFONTAINE
88172,88600,FIMENIL
16012,16130,ANGEAC-CHAMPAGNE
02679,02810,SAINT-GENGOULPH
68040,68620,BITSCHWILLER-LES-THANN
55509,55600,THONNE-LE-THIL
51008,51290,AMBRIERES
32465,32420,VILLEFRANCHE
42339,42430,CHAUSSETERRE
24109,24320,LA CHAPELLE-GRESIGNAC
76504,76460,PLEINE-SEVE
88147,88390,DOMMARTIN-AUX-BOIS
24038,24320,BERTRIC-BUREE
71221,71640,GIVRY
21396,21510,MAUVILLY
71326,71270,MOUTHIER-EN-BRESSE
63392,63500,SAINT-REMY-DE-CHARGNAT
34236,34380,ROUET
33276,33690,MASSEILLES
12027,12500,BESSUEJOULS
52156,52300,CUREL
26069,26150,CHAMALOC
08481,08350,VILLERS-SUR-BAR
60570,60149,SAINT-CREPIN-IBOUVILLERS
76115,76210,BOLLEVILLE
35010,35120,BAGUER-PICAN
41241,41300,SELLES-SAINT-DENIS
03239,03130,SAINT-LEGER-SUR-VOUZANCE
26259,26330,RATIERES
16145,16200,FOUSSIGNAC
17174,17430,GENOUILLE
09319,09100,UNZENT
19113,19160,LIGINIAC
28233,28200,MARBOUE
40157,40170,LIT-ET-MIXE
62522,62990,LOISON-SUR-CREQUOISE
57003,57560,ABRESCHVILLER
60660,60590,LE VAUMAIN
18063,18190,CHAVANNES
12007,12260,AMBEYRAC
08244,08130,LAMETZ
28025,28310,BARMAINVILLE
77204,77840,GERMIGNY-SOUS-COULOMBS
76517,76230,QUINCAMPOIX
09022,09100,ARVIGNA
53223,53700,SAINT-GERMAIN-DE-COULAMER
72249,72550,LA QUINTE
39178,39300,CRANS
30085,30210,COLLIAS
86172,86430,MOUTERRE-SUR-BLOURDE
68353,68130,WAHLBACH
38160,38780,EYZIN-PINET
50476,50810,SAINT-GERMAIN-D'ELLE
36012,36270,BARAIZE
38093,38980,CHATENAY
95241,95190,FONTENAY-EN-PARISIS
50199,50530,GENETS
57761,57370,ZILLING
54474,54700,SAINTE-GENEVIEVE
55398,55190,PAGNY-SUR-MEUSE
66220,66340,VALCEBOLLERE
85284,85300,SOULLANS
65047,65800,AUREILHAN
16016,16500,ANSAC-SUR-VIENNE
94018,94220,CHARENTON-LE-PONT
54360,54200,MENIL-LA-TOUR
73149,73170,LUCEY
23036,23320,BUSSIERE-DUNOISE
82077,82220,LABARTHE
55364,55700,MOUZAY
65111,65130,BULAN
33271,33690,MARIONS
54233,54450,GONDREXON
52416,52140,RANGECOURT
31404,31110,OO
39110,39230,LA CHARME
62597,62121,MOYENNEVILLE
67308,67470,MUNCHHAUSEN
14149,14270,CESNY-AUX-VIGNES
18073,18190,CORQUOY
85033,85200,BOURNEAU
29261,29190,SAINT-RIVOAL
29086,29460,IRVILLAC
31456,31230,RIOLAS
16169,16100,JAVREZAC
51060,51340,BIGNICOURT-SUR-SAULX
2A284,20140,SOLLACARO
74050,74420,BURDIGNIN
26337,26270,SAULCE-SUR-RHONE
69260,69390,VERNAISON
24316,24410,PARCOUL
89415,89200,THORY
54529,54115,TRAMONT-EMY
86096,86140,DOUSSAY
14087,14700,BONNOEIL
67059,67420,BOURG-BRUCHE
31358,31380,MONTASTRUC-LA-CONSEILLERE
45156,45120,GIROLLES
15101,15300,LAVEISSIERE
85198,85130,SAINT-AUBIN-DES-ORMEAUX
15126,15500,MOLEDES
01008,01500,AMBUTRIX
16144,16140,FOUQUEURE
54270,54590,HUSSIGNY-GODBRANGE
88529,88130,XARONVAL
57287,57970,BASSE-HAM
82184,82800,VAISSAC
24498,24470,SAINT-SAUD-LACOUSSIERE
49230,49700,NOYANT-LA-PLAINE
08009,08210,AMBLIMONT
61448,61340,SAINT-PIERRE-LA-BRUYERE
62786,62240,SELLES
04171,04120,ROUGON
86061,86250,CHARROUX
76398,76490,LOUVETOT
64322,64220,LASSE
12023,12550,LA BASTIDE-SOLAGES
21394,21140,MASSINGY-LES-SEMUR
67063,67220,BREITENBACH
49138,49250,FONTAINE-GUERIN
81278,81240,SAUVETERRE
2A004,20000,AJACCIO
49243,49510,LA POITEVINIERE
64423,64390,ORAAS
86202,86260,LA PUYE
59118,59137,BUSIGNY
62836,62131,VAUDRICOURT
64082,64270,AUTERRIVE
23154,23140,PIONNAT
09157,09600,LAROQUE-D'OLMES
09041,09160,LA BASTIDE-DU-SALAT
11392,11220,TOURNISSAN
56166,56240,PLOUAY
31440,31360,PROUPIARY
05084,05230,MONTGARDIN
61004,61410,ANTOIGNY
43214,43160,SAINT-PAL-DE-SENOUIRE
49131,49260,EPIEDS
82153,82150,SAINT-AMANS-DU-PECH
88129,88270,DERBAMONT
31187,31470,FONSORBES
08041,08430,BAALONS
14239,14710,ENGLESQUEVILLE-LA-PERCEE
48060,48130,FAU-DE-PEYRE
32254,32300,MIRAMONT-D'ASTARAC
54226,54112,GIBEAUMEIX
74056,74400,CHAMONIX-MONT-BLANC
48050,48400,COCURES
10130,10700,DOSNON
54408,54800,OLLEY
57547,57420,POMMERIEUX
59425,59218,NEUVILLE-EN-AVESNOIS
2B159,20287,MERIA
14477,14260,ONDEFONTAINE
76163,76116,CATENAY
60501,60150,LE PLESSIS-BRION
64207,64870,ESCOU
42185,42340,RIVAS
91546,91410,SAINT-CYR-SOUS-DOURDAN
44044,44290,CONQUEREUIL
89349,89630,SAINT-LEGER-VAUBAN
65228,65410,ILHET
25489,25330,REUGNEY
89429,89320,VAREILLES
91629,91720,VALPUISEAUX
03068,03120,CHATELUS
49162,49510,JALLAIS
60124,60310,CANDOR
27343,27120,HOULBEC-COCHEREL
14282,14240,FOULOGNES
74287,74470,VAILLY
55541,55000,VAVINCOURT
64484,64220,SAINT-JEAN-LE-VIEUX
65237,65100,JUNCALAS
12034,12350,BRANDONNET
33345,33580,LE PUY
80001,80100,ABBEVILLE
10120,10210,CUSSANGY
48183,48130,SAINT-SAUVEUR-DE-PEYRE
02233,02130,CRAMAILLE
60399,60120,LE MESNIL-SAINT-FIRMIN
89211,89700,JUNAY
03310,03200,VICHY
60149,60710,CHEVRIERES
31508,31110,SAINT-PAUL-D'OUEIL
01452,01510,VIRIEU-LE-GRAND
62632,62920,OBLINGHEM
68191,68720,LUEMSCHWILLER
33392,33410,SAINTE-CROIX-DU-MONT
83113,83560,SAINT-JULIEN
04138,04300,NIOZELLES
11103,11190,COUIZA
09208,09160,MONTGAUCH
77363,77181,LE PIN
75110,75010,PARIS-10E-ARRONDISSEMENT
21185,21200,COMBERTAULT
86186,86220,OYRE
68128,68560,HEIMERSDORF
12303,12310,VIMENET
25164,25410,CORCONDRAY
92063,92500,RUEIL-MALMAISON
62342,62134,FONTAINE-LES-BOULANS
91340,91090,LISSES
62470,62770,INCOURT
72238,72600,PIZIEUX
44102,44140,MONTBERT
60126,60310,CANNECTANCOURT
51006,51250,ALLIANCELLES
44144,44440,RIAILLE
28197,28310,INTREVILLE
62792,62910,SERQUES
43108,43500,JULLIANGES
77308,77230,MONTGE-EN-GOELE
80723,80540,SAISSEVAL
27606,27500,SAINT-SYMPHORIEN
38190,38118,HIERES-SUR-AMBY
63031,63570,BEAULIEU
33478,33660,SAINT-SEURIN-SUR-L'ISLE
22204,22260,PLOEZAL
35217,35370,LE PERTRE
2B202,20229,PARATA
57561,57410,RAHLING
24359,24500,SADILLAC
25255,25140,FOURNET-BLANCHEROCHE
71504,71350,SAUNIERES
71286,71300,MARY
62608,62124,NEUVILLE-BOURJONVAL
30136,30250,JUNAS
66043,66820,CASTEIL
91182,91080,COURCOURONNES
87086,87130,LINARDS
54178,54260,EPIEZ-SUR-CHIERS
12219,12130,SAINTE-EULALIE-D'OLT
21605,21800,SENNECEY-LES-DIJON
69135,69860,MONSOLS
59041,59138,BACHANT
41126,41110,MAREUIL-SUR-CHER
32182,32130,LAHAS
82087,82130,LAFRANCAISE
35236,35600,REDON
76737,76760,VIBEUF
59399,59270,MERRIS
31270,31800,LANDORTHE
76185,76440,COMPAINVILLE
40180,40400,MEILHAN
43019,43340,BARGES
38293,38730,PANISSAGE
32262,32600,MONBRUN
17071,17160,LA BROUSSE
49174,49430,LEZIGNE
59547,59188,SAINT-VAAST-EN-CAMBRESIS
09205,09350,MONTFA
51294,51140,HOURGES
02593,02200,PASLY
61497,61250,VALFRAMBERT
81199,81340,PADIES
68200,68210,MANSPACH
95680,95400,VILLIERS-LE-BEL
82066,82230,GENEBRIERES
70148,70360,CHEMILLY
51219,51290,DROSNAY
71307,71110,MONTCEAUX-L'ETOILE
28332,28500,SAINTE-GEMME-MORONVAL
24213,24140,JAURE
71193,71240,ETRIGNY
70443,70140,LA GRANDE-RESIE
16401,16330,VERVANT
02384,02140,HOURY
37212,37800,SAINTE-CATHERINE-DE-FIERBOIS
83121,83690,SALERNES
38306,38580,PINSOT
13039,13270,FOS-SUR-MER
24270,24330,MILHAC-D'AUBEROCHE
52463,52230,SAUDRON
13116,13670,VERQUIERES
40022,40320,BAHUS-SOUBIRAN
59365,59720,LOUVROIL
87140,87200,SAINT-BRICE-SUR-VIENNE
73301,73100,TREVIGNIN
31120,31530,LE CASTERA
55456,55140,SAINT-GERMAIN-SUR-MEUSE
35034,35120,LA BOUSSAC
70564,70300,VILLERS-LES-LUXEUIL
46207,46270,MONTREDON
71100,71700,CHARDONNAY
16060,16370,BREVILLE
02703,02110,SEBONCOURT
27057,27180,BERNIENVILLE
21463,21390,NORMIER
11318,11700,ROQUECOURBE-MINERVOIS
28339,28190,SAINT-GERMAIN-LE-GAILLARD
60367,60240,LOCONVILLE
01029,01270,BEAUPONT
02494,02120,MONCEAU-SUR-OISE
84010,84120,LA BASTIDONNE
01009,01300,ANDERT-ET-CONDON
09135,09220,GOULIER
02765,02000,VAUCELLES-ET-BEFFECOURT
67542,67370,WINTZENHEIM-KOCHERSBERG
12136,12350,MALEVILLE
57236,57590,FREMERY
50108,50220,CEAUX
62601,62550,NEDONCHEL
60587,60700,SAINT-MARTIN-LONGUEAU
63142,63980,ECHANDELYS
26128,26400,EYGLUY-ESCOULIN
24140,24520,COURS-DE-PILE
78190,78290,CROISSY-SUR-SEINE
75116,75016,PARIS-16E-ARRONDISSEMENT
46228,46130,PRUDHOMAT
11207,11300,LOUPIA
21475,21250,PAGNY-LE-CHATEAU
57471,57220,MOMERSTROFF
46097,46130,ESTAL
2B086,20238,CENTURI
49115,49320,COUTURES
27072,27620,BOIS-JEROME-SAINT-OUEN
39382,39160,NANTEY
86237,86400,SAINT-PIERRE-D'EXIDEUIL
27225,27240,LES ESSARTS
62339,62134,FLEURY
25003,25340,ABBENANS
24127,24120,COLY
14223,14690,LE DETROIT
60048,60113/60190,BAUGY
55154,55320,DIEUE-SUR-MEUSE
03044,03700,BRUGHEAS
67386,67320,RAUWILLER
57055,57530,BAZONCOURT
62807,62500,TATINGHEM
76281,76170,LA FRENAYE
63184,63290,LACHAUX
60670,60550,VERNEUIL-EN-HALATTE
08484,08310,VILLE-SUR-RETOURNE
35251,35250,SAINT-AUBIN-D'AUBIGNE
52321,52110,MERTRUD
14171,14220,COMBRAY
27176,27150,COUDRAY
50475,50000,SAINT-GEORGES-MONTCOCQ
18234,18370,SAINT-SATURNIN
02078,02300,BESME
60631,60520,THIERS-SUR-THEVE
50273,50250,LITHAIRE
64172,64370,CASTEIDE-CANDAU
18015,18700,AUBIGNY-SUR-NERE
61290,61210,MONTREUIL-AU-HOULME
44157,44270,SAINT-ETIENNE-DE-MER-MORTE
02600,02350,PIERREPONT
71010,71400,ANTULLY
02427,02220,LHUYS
83139,83690,TOURTOUR
79171,79100,MAUZE-THOUARSAIS
60296,60650,HANNACHES
29057,29940,LA FORET-FOUESNANT
59565,59269,SEPMERIES
52524,52320,VIGNORY
